CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.77
349,0,0,192,0,1047,806,3,14.6
290.4,0,96.2,168.1,9.4,961.2,865,28,32.53
349,0,0,192,0,1047,806,7,25.02
203,135,0,185,0,1076,759,28,35.86
102,153,0,192,0,887,942,90,32.53
296,184,0,193,0,986,817,28,29.98
139.6,209.4,0,192,0,1047,806.9,7,12.79
374,189.2,124.8,140.8,11.3,1075.7,792.7,56,51.02
446,24,77,164,11.6,967,712,28,36.45
165,0,143.6,163.8,0,1005.6,900.9,28,31.42
425,106.3,0,151.4,18.6,936,803.7,7,9.62
379.5,151.2,0,153.9,15.9,1134.3,605,28,33.61
313.3,145,0,178.5,8.9,879.8,611.8,28,33.4
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,38.41
322,0,0,196,9,951,709,28,21.91
349,0,0,192,0,1056,809,7,20.92
425,106.3,0,151.4,18.6,936,803.7,14,24.05
281,0,0,186,0,1104,774,7,9.62
238,0,0,186,7,949,847,7,10.79
153,145,113,178,8,1002,689,28,33.01
252.5,0,0,185.7,0,1118.8,789.3,7,21.86
333,0,0,192,0,931.2,842.6,7,35.3
310,0,0,192,0,1012,830,90,46.39
168,42.1,163.8,121.8,5.7,1058.7,780.1,14,25.22
446,24,79,162,11.6,967,712,56,59.09
305.3,166.8,0,203.5,0,967.1,631,28,32.66
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,19.69
200,133,0,192,0,965.4,806.2,90,55.65
295.8,0,0,185.7,0,1069.2,769.3,3,12.05
172.4,0,172.4,156.8,12.6,1006.3,856.4,14,25.57
251.8,0,118.3,188.5,6.1,1028.1,757.7,14,24.24
331,0,0,192,0,1025,821,7,26.92
376,0,0,214.6,0,1003.5,762.4,28,27.22
304,76,0,228,0,932,670,90,33
250,0,0,185,0,1069,769,3,12.55
331,0,0,192,0,1025,821,90,55.25
149,139,109,179,7,869,780,3,12.46
336.5,0,0,181.9,3.4,985.8,816.8,28,12.18
190,190,0,228,0,932,670,270,54.38
295.7,0,0,185.7,0,1076.2,764.3,7,14.2
387,20,94,157,13.9,938,845,7,25.56
214.9,53.8,141.6,155.6,9.6,1014.3,780.6,100,39.61
342,38,0,228,0,932,670,180,37.27
349,0,0,192,0,1056,809,3,12.47
446,24,79,197,11.6,967,712,7,41.84
214.9,53.8,121.9,155.6,9.4,1014.3,780.6,91,56.83
349,0,0,192,0,889.8,809,28,31.03
167,75.4,167,164,7.9,1007.3,770.1,100,64.02
149,0,143,163,5.5,867,868,28,22.44
446,0,0,162,11.6,967,712,7,36.8
540,0,0,173,0,1125,613,90,66.78
500,0,0,200,0,1125,613,90,39.59
333,0,0,192,0,931.2,842.6,3,33.8
500,0,0,200,0,1125,613,90,39.05
145.9,183.9,0,179.9,9.1,884.9,812.6,28,38.8
380,0,0,228,0,932,670,180,48.72
250,0,143.6,163.8,0,1003.5,900.9,28,37.27
446,24,79,162,11.6,967,712,28,66
139.6,209.4,0,192,0,1047,806.9,7,14.5
153,145,113,178,8,867,824,28,13.71
146,0,121,183,6,869,891,28,31.64
165,128.5,132.1,175.1,8.1,1005.8,746.6,3,3.32
387,20,94,157,11.6,938,845,28,66.78
333,0,0,192,0,889.9,849,28,20.42
333,0,0,192,0,931.2,842.6,28,25.51
387,97,94,186,7,938,845,28,39.49
446,24,79,162.1,11.6,967.1,712,56,66.95
307,0,0,193,0,968,812,180,33.54
190,190,0,228,0,932,670,180,54.32
520,0,0,173,22,1125,613,28,52.2
139.6,209.4,0,192,0,1047,806.9,28,33.8
166,0,163,219,11.6,1046,678,28,27.66
475,0,0,189,0,1125,783,28,65.2
310,0,0,192,0,978,825,7,25.46
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,35.17
273,116,90,199,9,904,768,28,29.59
339.2,0,0,185.7,0,1069.2,754.3,28,41.41
387,20,94,157,13.9,938,845,28,37.81
213.8,98.1,24.5,181.7,6.7,1066,785.5,28,25.56
313,0,0,178,0,1000,822,7,32.04
310,0,0,192,0,1012,830,7,14.94
331,0,0,192,0,978,825,3,21.6
255.5,166.8,0,185.7,0,955.8,674.5,7,22.63
200,0,0,180,0,1125,845,28,33.69
375,0,0,186.7,15,956.9,884.3,7,34.9
349,0,0,192,0,1047,806.9,180,41.16
296,0,0,192,0,1085,765,7,22.14
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,53.96
296,0,0,192,0,1085,765,90,37.44
362.6,189,0,164.9,11.6,944.7,755.8,56,36.56
491,26,123,210,3.9,882,699,28,22.84
382,0,0,186,0,1047,739,7,25.69
382,0,0,185,0,1047,739,28,37.91
165,0,143.6,163.8,0,1005.6,900.9,28,41.93
297,0,0,191,0,878,714,28,27.92
323.7,282.8,0,183.8,10.3,942.7,659.9,7,12.46
194.7,0,100.5,170.2,7.5,998,901.8,7,22.75
238.1,0,0,185.7,0,1118.8,789.3,7,15.61
165,0,143.6,163.8,0,1005.6,900.9,56,51.96
333,0,0,192,0,931.2,842.6,90,32.84
349,0,0,192,0,1047,806,7,24
238.1,0,94.1,186.7,7,1118.8,847,28,29.73
337.9,189,0,174.9,9.5,944.7,755.8,56,44.52
133,200,0,192,0,927.4,839.2,28,36.64
475,0,0,189,0,1125,613,28,37.96
382,0,0,185,0,1047,739,7,18.13
238.1,0,94.1,186.7,7,949.9,847,28,39.16
230,0,118.3,195.5,4.6,1029.4,758.6,56,53.9
350,0,0,203,0,974,775,90,40.93
331,0,0,192,0,978,825,180,32.53
475,0,0,228,0,932,594,270,43.25
336.5,174.7,0,144.7,11.2,985.8,792.7,28,67.57
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,14.99
295.7,0,95.6,171.5,8.9,955.1,859.2,3,15.04
190.7,0,125.4,162.1,7.8,1090,804,100,35.86
238.1,0,0,185.7,0,1118.8,789.3,7,13.46
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,12.18
362.6,189,0,164.9,11.6,944.7,755.8,7,37.4
362.6,189,0,145.9,7,977,689.3,56,61.89
190.3,0,125.2,166.6,9.9,1053.6,798.9,56,72.3
153,102,0,192,0,888,943.1,3,9.13
212.1,0,121.6,180.3,5.7,1057.6,779.3,3,13.52
540,0,0,173,0,1125,613,90,25.48
331,0,0,192,0,892,825,28,61.23
350,0,0,203,0,974,775,3,12.46
155.2,183.9,0,193.8,7,987.8,689.3,28,51.96
322,114,0,228,8,932,670,28,42.7
425,106.3,0,153.5,16.5,852.1,887.1,3,40.6
144.7,0,143.8,168.1,8.1,838.9,709.3,28,25.18
349,0,0,192,0,1056,809,360,42.23
277.1,0,94.1,186.7,7.8,949.9,781.5,91,76.8
250.2,166.8,0,203.5,0,977.6,694.1,90,37.26
397,0,0,185.7,0,1040.6,734.3,28,39.3
141.3,212,0,185.7,0,973.4,724.3,28,27.92
190,190,0,228,0,932,670,365,55.55
236,157,0,192,0,972.6,749.1,28,32.72
400,0,0,187,0,1025,745,28,31.87
290.4,0,96.2,168.1,9.4,1061.7,764.4,28,31.35
339,0,0,185,0,1069,754,28,33.4
376,0,0,214.6,0,1003.5,762.4,100,47.82
160,188,146,203,11,828,709,28,25.22
427.5,47.5,0,228,0,932,594,90,39.38
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,40.15
339.2,0,0,185.7,0,1069.2,754.3,3,13.2
349,0,0,192,0,1047,806,3,15.34
139.6,209.4,0,192,0,1047,806.9,90,46.64
236,157,0,185.7,0,1012.4,759.3,3,14.94
250,0,95.7,191.8,5.3,916,857.2,28,35.36
237.5,237.5,0,228,0,932,594,180,33.72
147.8,175.1,0,171.2,2.2,1000,828.5,28,13.29
159,187,0,176,11,990,789,28,20.42
229.7,0,118.2,195.2,6.7,1028.1,757.6,14,30.14
167.4,75.4,167.4,164.8,7.8,1006.3,770.1,3,9.62
491,26,123,210,3.9,882,699,28,30.14
158,238,0,176,15,1119,789,28,25.18
297.2,0,107.5,174.8,9.2,953.2,845,7,45.3
310,0,0,192,0,970,850,120,39.64
446,24,79,162,11.6,967,712,28,32.72
339.2,0,0,185.7,0,1069.2,754.3,28,41.16
318.8,212.5,0,155.7,16.5,852.1,880.4,100,55.26
382.5,228,0,185.7,0,941.6,734.3,7,9.62
349,0,0,192,0,1056,809,365,18.42
251.4,0,118.3,193.5,5.8,828.4,829.5,28,25.18
165,128.5,143.6,163.8,0,1005.6,905.9,3,12.18
237.5,237.5,0,228,0,932,594,90,21.07
157,236,0,192,0,935.4,781.2,90,51.72
500,0,0,200,0,1125,613,270,60.32
313,145,0,178,8,967,765,28,37.27
491,26,123,201,3.9,822,699,56,65.2
359,19,141,154,10.9,942,801,7,30.65
425,0,0,153.5,16.5,852.1,887.1,56,52.52
480,0,0,192,0,936,721,180,71.62
427.5,47.5,0,228,0,932,594,180,42.42
323.7,282.8,0,183.8,10.3,942.7,611.8,3,35.3
331,0,0,192,0,1025,821,28,27.22
157,0,0,193,0,968,856,3,12.47
157,236,0,192,0,935.4,781.2,90,39.3
331,0,0,192,0,978,825,90,41.16
425,106.3,0,147.4,16.5,852.1,887.1,56,53.39
157,236,0,192,0,935.4,781.2,28,30.65
102,153,0,192,0,887,942,28,19.69
296,0,106.7,221.4,10.5,819.2,778.4,28,38.33
325,0,0,184,0,1063,783,28,39.7
393,0,0,192,0,940,758,7,30.39
275.1,0,121.4,159.5,9.9,1053.6,777.5,100,59.89
237.5,237.5,0,228,0,932,594,28,24.1
260.9,110.5,86.1,195.5,5.7,860,732.6,28,41.41
144.6,173.5,132,180.3,11.3,949.9,674.6,28,60.95
231.8,0,121.6,174,11.8,1056.4,778.5,28,26.23
339,0,0,193,0,1066,733,28,28.63
255,0,0,192,0,889.8,945,28,39.94
304,76,0,214,0,966,763,28,38.46
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,57.21
236,157,0,192,0,972.6,749.1,7,14.14
362.6,189,0,164.9,11.6,944.7,755.8,3,4.57
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,15.52
296,0,0,192,0,1085,765,7,11.17
214.9,53.8,0,155.6,9.6,1014.3,780.6,270,54.6
322,0,0,203,0,974,800,180,46.25
144.4,0,78,193.3,11.2,819.2,829.5,28,44.42
540,0,0,173,0,1125,613,180,37.68
281,0,0,186,0,1104,774,7,18.2
475,0,0,228,0,932,594,28,33.27
380,0,0,228,0,932,670,365,52.83
190.7,0,100.5,170.2,7.5,998,901.8,3,6.9
166.2,250.2,0,203.5,0,958.2,800.1,28,26.15
400,0,0,178,0,1025,745,28,41.94
272.8,181.9,0,185.7,0,1012.4,714.3,28,24.45
143,169,143,191,9,967,643,28,35.34
250,0,0,200,0,1111,675,28,57.03
310,0,0,192,0,970,850,90,42.23
475,0,0,228,0,932,594,180,69.66
305.3,203.5,0,203.5,0,965.4,631,90,52.43
252,0,0,185,0,1111,784,7,10.54
213.8,98.1,24.5,181.7,6.7,1066,785.5,100,34.56
181.4,0,167,169.6,7.6,1055.6,777.8,3,10.34
157,236,0,192,0,935.4,781.2,28,34.74
286.3,200.9,0,144.7,11.2,1004.6,803.7,14,56.74
200,133,0,192,0,965.4,806.2,90,47.4
250,190,0,203.5,0,965.4,856.8,28,55.02
102,153,0,192,0,887,942,90,16.26
295.7,0,95.6,171.5,8.9,955.1,859.2,56,54.6
288,192,0,192,0,932,717.8,7,21.92
260,114,86,196,6.9,860,655,28,31.87
252,0,0,186,0,1111,784,28,67.57
300,0,0,203,0,974,875,3,6.81
190.7,0,125.1,162.1,9.9,1006,804,56,42.8
500,0,0,200,0,1100,820,7,42.92
310,0,0,192,0,970,850,90,35.23
173,116,0,192,0,946.8,856.8,90,29.75
362.6,189,0,164.9,11.6,944.7,755.8,91,66.7
349,0,0,192,0,1047,806,180,43.38
310,0,0,192,0,970,850,365,56.14
318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.16
164,15,132,178,8,1002,830,28,51.02
139.6,209.4,0,192,0,1047,806.9,180,52.43
266,116,89,201,9,819,815,28,21.82
251.4,0,118.3,188.5,6.4,1028.4,757.7,56,49.77
236,0,0,194,0,968,885,90,39.4
238,0,0,186,0,1118,789,28,49.25
298,0,107,221,11,860,778,28,46.23
183.9,122.6,0,203.5,0,959.2,800,3,4.57
427.5,47.5,0,228,0,932,594,365,26.23
540,0,0,173,0,1125,613,90,39
194.7,0,100.5,170.2,7.5,998,901.8,56,51.33
339,0,0,197,0,968,781,180,31.35
424,22,132,168,8.5,822,750,90,56.62
382,0,0,186,0,1111,784,28,32.76
540,0,0,173,0,1125,613,180,35.1
157,236,0,192,0,935.4,781.2,28,27.42
362.6,189,0,164.9,11.6,944.7,755.8,91,79.4
540,0,0,173,0,1125,613,90,36.35
290.4,0,0,192,0,965.4,806.2,14,10.73
152,0,111,195,6,877,697,28,25.37
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,44.3
525,0,0,189,0,1125,613,180,41.84
300,0,120,212,10,878,728,28,14.59
480,0,0,192,0,936,721,90,42.23
213.8,98.1,24.5,181.7,6.7,1066,785.5,14,33.61
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,25.18
275.1,0,121.4,159.5,8.9,1058.6,802.6,56,32.33
339,0,0,185,0,1069,754,7,18.13
500,0,0,200,0,1125,613,7,49.2
525,0,0,189,0,1125,613,28,41.54
155,183,178,183,5,868,868,28,46.64
379.5,151.2,0,153.9,15.9,1134.3,605,7,24.45
277.1,0,97.4,160.6,9.9,953.4,859.2,14,40.93
379.5,151.2,0,153.9,15.9,1134.3,605,56,44.09
475,118.8,0,181.1,8.9,852.1,781.5,28,71.3
446,24,79,145.9,11.6,967,712,3,25.42
133,200,0,192,0,927.4,839.2,90,33.73
238.1,0,94.1,186.7,7,949.9,847,3,14.8
246.8,0,125.1,143.3,12,1086.8,800.9,3,25.08
148,175,0,171,2,1000,828,28,26.23
531.3,0,0,141.8,28.2,852.1,893.7,91,66.95
252,0,0,186,0,1111,784,28,41.64
349,0,0,192,0,1047,806,360,32.01
316.1,210.7,0,185.7,0,977,689.3,90,53.1
387,20,0,157,15,938,845,28,33.4
350,0,0,185,0,974,775,28,31.88
231.8,0,121.6,174,6.7,1056.4,778.5,3,26.15
203.5,305.3,0,203.5,0,963.4,630,90,50.94
310,0,0,192,0,970.4,850.6,3,13.4
525,0,0,189,0,1125,613,3,22.9
286.3,200.9,0,144.7,11.2,1004.6,803.7,100,40.57
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,11.65
238.1,158.8,0,185.7,0,1040.6,734.3,3,6.88
255,0,0,192,0,931.2,842.6,3,9.74
393,0,0,192,0,940.6,785.6,90,74.7
500,0,0,200,0,1125,613,270,57.03
181.9,272.8,0,185.7,0,1012.4,714.3,90,71.62
289,0,0,192,0,929.8,716.1,3,21.26
281.8,0,0,185.7,0,1104.6,774.3,28,52.44
446,24,79,162,11.6,967,712,28,41.15
349,0,0,192,0,1047,806,28,71.3
302,0,0,203,0,974,817,28,19.54
427.5,47.5,0,228,0,932,594,90,42.7
349,0,0,192,0,1047,806,7,19.35
200,133,0,192,0,965.4,806.2,28,26.06
277,0,0,191,0,968,856,28,39.4
310,0,0,185.7,0,1069.2,754.3,28,53.46
186.2,124.1,0,185.7,0,1083.4,764.3,28,24.44
540,0,0,173,0,1125,613,28,55.51
374,0,0,170,10,1013,730,28,38.7
289,0,0,192,0,965.4,806.2,3,14.31
387,20,94,157,13.9,938,845,3,28.3
165,0,150,182,12,1023,729,28,40.15
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,90,42.13
387,20,94,157,14.3,968,846,28,22.75
237.5,237.5,0,228,0,932,594,365,52.44
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,37.4
288,192,0,192,0,932,717.8,28,37.8
349,0,0,192,0,1047,806,365,43.7
525,0,0,189,0,1125,613,360,48.4
375,0,0,192,0,1038,758,28,23.85
307,0,0,193,0,968,812,7,14.5
289,0,0,192,0,913.2,895.3,7,32.53
231.8,0,121.6,174,6.7,1056.4,778.5,100,51.26
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,36.96
233.8,0,0,197.9,4.6,947,852.2,3,11.98
362.6,189,0,164.9,11.6,944.7,755.8,90,79.3
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,13.82
143.6,0,174.9,158.4,17.9,942.7,844.5,28,19.99
397,0,0,185,0,1040,734,90,40.56
286.3,200.9,0,144.7,11.2,1004.6,803.7,91,68.1
350,0,0,203,0,974,775,14,25.75
375,0,0,186,0,1038,758,28,44.28
393,0,0,185.7,0,1040.6,734.3,7,50.77
469,132.4,0,185.7,0,936,704.3,3,15.57
425,106.3,0,151.4,18.6,936,803.7,91,64.9
254,0,0,198,0,968,863,180,50.95
266,114,0,186,0,968,846,28,36.84
322,0,0,203,0,974,800,28,32.24
173.5,50.1,173.5,164.8,6.5,1006.3,793.5,14,15.57
222.4,0,96.2,189.3,4.5,967,870.3,3,11.48
295,0,97,191,9,998,801,3,6.81
349,0,0,192,0,1047,806,3,9.13
133,200,0,192,0,927.4,839.2,28,38.7
190.7,0,125.4,162.1,7.8,1090,804,100,37.17
236,0,0,193,0,968,885,180,24.28
172.4,13.6,172.4,156.8,9.7,1007.2,856.4,3,19.54
304,76,0,228,0,932,670,270,50.94
375,93.8,0,126.6,23.4,852.1,992.6,91,35.96
168,42.1,163.8,121.8,5.7,1058.7,780.1,28,74.36
178,13.6,118.3,176.5,4.1,1007.8,746.6,100,43.58
313.3,0,113,179.6,8.9,1001.9,688.7,28,82.6
203.5,135.7,0,185.7,0,1076.2,759.3,7,15.09
136,0,126,172,10,923,764,28,29.55
181.9,272.8,0,185.7,0,1012.4,714.3,3,15.05
425,106.3,0,151.4,18.6,936,803.7,3,33.61
362.6,189,0,164.9,11.6,944.7,755.8,56,65.7
148,0,182,181,15,839,884,28,4.83
144,162,133,196,6,967,712,28,14.64
339,0,0,197,0,968,781,90,49.77
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,42.29
296,0,0,192,0,1085,765,7,18.13
331,0,0,192,0,1025,821,3,13.71
374,0,0,214.6,0,1003.5,762.4,28,32.96
382,0,0,186,0,1047,739,28,30.85
331,0,0,192,0,1025,821,3,8.2
385,0,0,186,0,966,763,7,38.89
153.8,144.7,113.2,178.9,8,824,869.1,28,10.76
212.6,0,100.4,159.4,8.7,1003.8,903.6,100,40.93
225,0,0,181,0,1113,833,28,27.83
192,288,0,192,0,929.8,716.1,3,6.27
349,0,0,192,0,1047,806,7,8.37
281.8,272.8,0,185.7,0,1012.4,714.3,7,38.41
200,133,0,192,0,965.4,806.2,3,14.14
290.2,193.5,0,185.7,0,998.2,704.3,28,30.85
167.4,0,158.8,169.6,7.9,1007.3,746.6,3,9.45
305.3,203.5,0,203.5,0,965.4,631,3,21.91
218.9,0,124.3,158.3,11.8,1078.7,794.9,14,24.45
382,0,0,192,0,940,758,28,43.8
307,0,0,193,0,968,812,365,38.33
379.5,151.2,0,153.9,15.9,1134.3,605,56,46.9
297.8,0,95.6,191.9,9.6,953.4,847,14,27.92
192,288,0,192,0,932,717.8,28,24.4
322,141.3,0,203.5,0,971.8,750,90,32.25
190.3,0,125.2,166.6,9.9,1079,798.9,28,43.57
251.4,0,118.3,188.5,4.1,1028.4,757.7,3,20.28
331,0,0,192,0,978,825,90,37.96
250,0,95.7,191.8,5.3,948.9,857.2,28,28.1
203.5,305.3,0,203.5,0,963.4,630,7,20.73
540,0,0,173,0,1125,613,90,51.04
325,0,0,184,0,1063,783,360,43.94
277,0,0,191,0,968,856,90,36.15
424,212,132,168,8.9,842,750,7,55.26
349,0,0,192,0,1056,809,90,50.95
297.8,212.5,0,155.7,9.6,1014.3,803.7,14,33.61
139.6,209.4,0,192,0,1047.8,806.9,180,38.56
200,133,0,192,0,965.4,806.2,90,21.95
287,121,94,187,9,904,696,270,65.2
173.5,0,173.5,164.8,6.5,1006.2,793.5,3,13.52
397,0,0,185.7,0,1040.6,734.3,7,20.59
349,0,0,192,0,1047,806,28,32.82
349,0,0,192,0,1047,806,7,12.46
238.1,0,0,185.7,0,1118.8,789.3,7,19.01
313.3,145,0,178.5,9,1001.9,688.7,7,45.9
500,0,0,200,0,1125,613,1,6.27
297.2,0,117.5,174.8,9.5,1043.6,753.5,28,40.66
393,0,0,192,0,940.6,785.6,7,28.6
385,0,0,186,0,966,763,180,71.3
146.5,173,0,181.9,3,985.8,816.8,28,67.57
198.6,132.4,0,192,0,978.4,825.5,360,43.7
350,0,0,203,0,974,775,180,41.84
144,0,175,158,18,943,844,28,13.46
382.5,0,0,185.7,0,1047.8,739.3,28,32.77
193.5,290.2,0,192,0,965.4,806.2,90,33.66
251.4,0,118.3,188.5,5.8,1028.4,757.7,7,34.29
255,0,0,192,0,889.8,945,7,23.14
168,42.1,163.8,121.8,4.5,1058.7,780.1,28,35.57
157,153,0,192,0,935.4,781.2,28,29.98
331,0,0,192,0,978,825,100,40.06
254,0,0,198,0,968,863,180,33.4
349,0,0,192,0,1047,806.9,7,19.93
288.4,117.2,0,181.1,8.1,879.8,716.1,28,14.31
427.5,106.3,0,153.5,16.5,852.1,594,56,55.5
382,0,0,185,0,1047,739,28,25.89
259.9,0,94.6,197.9,6.6,947,781.4,3,9.62
252.5,0,0,185.7,0,1111.6,784.3,365,56.34
203.5,305.3,0,203.5,0,963.4,630,28,33.54
298,0,107,186,6,879,815,28,10.34
298,0,107,186,6,879,815,28,48.28
250,0,95.7,187.4,14.3,956.9,861.2,56,37.17
322.1,0,0,181.1,8,867.2,824,28,13.46
366,187,0,191,7,824,759,28,57.23
200,133,0,192,0,1047,806.2,28,57.6
139.6,209.4,0,192,0,1047,806.9,28,53.72
238.1,0,94.1,186.7,7,949.9,847,100,40.06
252.3,0,98.8,146.3,12.8,987.8,829.5,14,20.92
289,0,0,192,0,913.2,895.3,7,21.26
307,0,0,193,0,968,812,180,39.94
500,0,0,200,0,1125,613,28,37.91
475,118.8,0,181.1,8.9,852.1,781.5,100,49.77
304,76,0,191,6,970,670,28,47.71
349,0,0,192,0,1047,806,180,44.61
212.1,0,121.6,180.3,5.7,1057.6,779.3,100,40.57
236,0,0,192,0,968,885,7,36.8
349,0,0,192,0,1047,806,90,29.89
296,0,0,192,0,1085,765,3,11.48
210.7,316.1,0,185.7,0,977,689.3,28,20.59
356,0,0,193,0,968,812,7,20.73
152,174,116,201,10,844,784,28,24.28
108.3,162.4,0,203.5,0,938.2,849,90,29
277.1,0,97.4,160.6,11.8,973.9,875.6,28,52.5
525,0,0,189,0,1125,613,14,33.21
272.8,181.9,0,185.7,0,1012.4,714.3,28,30.45
236,0,0,192,0,940,765,3,24.89
349,0,0,192,0,1056,809,180,32.25
295.8,0,0,185.7,0,1091.4,769.3,28,23.52
525,0,0,189,0,1125,613,28,43.38
238.1,0,94.1,186.7,7,949.9,847,7,50.77
288,192,0,192,0,932,717.8,3,23.35
382,0,0,186,0,1104,744,28,35.17
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,36.99
313,145,0,179,8,867,824,28,41.54
307,0,0,193,0,968,812,3,9.74
157,0,0,192,0,935.4,781.2,28,31.97
254,0,0,186,0,968,781.2,90,39.66
446,24,79,162,10.3,967,712,28,39.94
323.7,147.2,0,183.8,10.2,943.1,659.9,28,68.3
300,0,90,212,11,870,779,28,51.73
349,0,0,192,0,1047,806,28,17.82
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,37.43
288,121,0,177,7,1002,705,28,28.02
252,0,0,185,0,1111,784,7,9.73
289,0,0,192,0,913.2,895.3,90,48.79
277.1,0,97.4,160.6,11.8,973.9,875.6,28,57.22
275,0,0,183,0,1088,808,90,44.52
480,0,0,192,0,936,721,3,16.26
500,0,0,200,6,1125,613,7,21.48
198.6,132.4,0,192,0,978.4,825.5,90,38.89
236,157,0,192,0,972.6,749.1,90,40.23
310,0,0,192,0,1012,830,90,40.56
349,0,0,192,0,1047,806,3,8.06
349,0,0,192,0,1056,809,28,8.54
342,38,0,228,0,932,670,270,33.08
139.6,132.4,0,192,0,1047.8,806.9,90,64.02
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,33.8
236,0,0,194,0,968,885,7,17.24
251.4,0,118.3,188.5,6.4,1028.4,757.7,56,42.55
203.5,183.9,0,203.5,0,966,763.4,7,13.2
277.1,0,97.4,160.6,11.8,973.9,875.6,28,52.3
446,24,79,162,11.6,967,712,7,32.72
181.4,0,167,169.6,7.6,1055.6,777.8,100,70.7
427.5,47.5,0,228,0,932,594,7,15.09
190.3,0,125.4,166.6,11.9,1078.7,796.2,14,27.22
281,0,0,186,0,1104,774,7,11.36
237.5,237.5,0,228,0,932,594,7,26.97
213.7,0,0,154.8,10.2,1053.5,776.4,14,33.21
190.3,0,125.2,166.6,0,985.8,806.9,28,34.24
356,189,0,190,10,977,689,28,22.14
332.5,142.5,0,228,0,932,594,270,51.73
203.5,135.7,0,185.7,0,1076.2,759.3,28,29.23
350,0,0,186,0,974,775,56,55.2
238.2,0,94.1,186.7,7,949.9,847,28,28.99
491,0,123,201,3.9,822,699,3,31.84
540,0,0,173,0,1125,613,100,50.46
475,118.8,0,181.1,8.9,852.1,781.5,56,64.3
439,177,0,186,11.1,884.9,707.9,3,33.4
331,133,0,192,0,978,825.5,7,28.1
475,118.8,0,181.1,8.9,852.1,781.5,56,69.3
133,200,0,192,0,927.4,839.2,28,42.7
213.8,98.1,24.5,181.7,6.7,1066,785.5,14,29.16
213.8,98.1,24.5,179.9,8.6,1066,785.5,56,31.35
153,145,112,178,10,1001,666,28,37.27
331,0,0,192,0,1025,821,3,9.69
133,0,0,192,0,927.4,839.2,7,11.98
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,33.4
349,0,0,192,0,1047,806,180,28.63
307,0,0,193,0,968,812,7,18.02
203.5,135.7,0,185.7,0,1076.2,759.3,7,15.57
265,111,86,195,6,833,790,28,31.54
540,0,0,173,0,1125,613,28,25.42
255,0,0,192,0,1047,806,180,38.6
212,141.3,0,203.5,0,973.4,750,7,12.84
359,19,141,154,10.9,942,801,28,41.84
500,0,0,186,0,1125,714,3,15.05
295.8,0,0,185.7,0,1069.2,769.3,28,39.44
322,0,0,185,0,974,800,3,33.8
173,116,0,192,0,946.8,856.8,28,43.89
491,26,123,201,3.9,822,699,56,60.95
296,0,0,192,0,1085,765,90,47.71
249.1,0,98.8,158.1,12.3,987.8,889,14,23.79
349,0,0,192,0,1047,806,28,33.08
296,0,0,192,0,1085,765,90,21.54
540,0,0,173,0,1125,613,90,24.66
331,0,0,192,0,978,825,360,42.64
349,0,0,192,0,1047,806.9,3,13.33
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,60.2
382,0,0,185,0,1047,739,28,46.39
236,0,0,194,0,968,885,7,17.54
139.6,209.4,0,192,0,1047,806.9,3,15.61
312.7,144.2,0,178.1,7,953.3,719.7,28,44.42
190.7,0,125.2,166.6,7.8,1090,804,28,15.57
425,106.3,0,153.5,16.5,852.1,887.1,28,52.2
296,0,0,192,0,1085,765,7,28.8
491,26,123,210,3.9,882,699,56,52.2
162,0,142,180,5.5,1002,679,28,17.34
116,173,0,192,0,909.8,891.9,90,25.02
382.5,0,0,185.7,0,1047.8,739.3,28,63.14
193.5,290.2,0,185.7,0,998.2,749.1,28,23.52
379.5,151.2,0,153.9,15.9,1134.3,605,56,53.9
133,200,0,192,0,965.4,806.2,90,39.32
385,0,0,186,0,966,763,90,31.03
212.5,0,100.4,159.3,8.7,1003.8,903.6,100,74.7
277.1,0,97.4,160.6,11.8,973.9,875.6,56,59.3
427.5,47.5,0,228,0,932,594,90,52.52
154.8,183.4,0,179.6,9.1,1047.4,696.7,28,45.7
